Order ID,Order Date,Ship Mode,Segment,Region,Category,Sub-Category,Product Name,Sales,Cost,Profit,Month / Year
CA-2023-178768,2023-12-20,Standard Class,Corporate,South,Furniture,Furnishings,Furnishings Product 19,179.92,150.39,29.53,Dec 2023
CA-2023-125338,2024-12-27,Same Day,Corporate,East,Office Supplies,Binders,Binders Product 10,21.89,17.62,4.27,Dec 2024
CA-2023-165149,2023-02-20,Standard Class,Home Office,Central,Furniture,Bookcases,Bookcases Product 64,191.9,160.46,31.439999999999998,Feb 2023
CA-2023-115408,2024-10-26,Same Day,Consumer,West,Office Supplies,Fasteners,Fasteners Product 36,9.49,6.95,2.54,Oct 2024
CA-2023-112453,2024-11-28,First Class,Home Office,East,Office Supplies,Fasteners,Fasteners Product 22,183.65,135.5,48.150000000000006,Nov 2024
CA-2023-110692,2024-07-28,Same Day,Corporate,Central,Office Supplies,Art,Art Product 24,79.64,58.52,21.119999999999997,Jul 2024
CA-2023-185238,2023-07-09,First Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 55,62.46,51.34,11.119999999999997,Jul 2023
CA-2023-170744,2023-05-05,Same Day,Corporate,Central,Furniture,Furnishings,Furnishings Product 40,348.24,322.86,25.379999999999995,May 2023
CA-2023-186694,2023-05-30,Standard Class,Consumer,Central,Office Supplies,Binders,Binders Product 40,45.53,34.82,10.71,May 2023
CA-2023-180072,2023-11-10,First Class,Corporate,Central,Office Supplies,Art,Art Product 71,106.11,81.99,24.120000000000005,Nov 2023
CA-2023-144739,2024-07-23,First Class,Consumer,West,Furniture,Furnishings,Furnishings Product 13,390.34,355.1,35.23999999999995,Jul 2024
CA-2023-180059,2023-12-08,Second Class,Corporate,West,Technology,Phones,Phones Product 4,762.41,518.53,243.88,Dec 2023
CA-2023-180357,2023-11-01,First Class,Corporate,South,Technology,Copiers,Copiers Product 53,1395.95,931.56,464.3900000000001,Nov 2023
CA-2023-199023,2024-11-22,Second Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 72,99.22,77.43,21.789999999999992,Nov 2024
CA-2023-186402,2024-11-12,Same Day,Home Office,West,Office Supplies,Fasteners,Fasteners Product 59,82.76,60.87,21.890000000000008,Nov 2024
CA-2023-163400,2023-02-23,First Class,Corporate,West,Technology,Machines,Machines Product 84,914.36,572.71,341.65,Feb 2023
CA-2023-102985,2024-03-19,Second Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 77,101.22,76.41,24.810000000000002,Mar 2024
CA-2023-116279,2024-09-04,Second Class,Corporate,South,Office Supplies,Envelopes,Envelopes Product 23,61.66,48.54,13.119999999999997,Sep 2024
CA-2023-190022,2023-09-21,Standard Class,Consumer,Central,Office Supplies,Art,Art Product 61,38.17,27.62,10.55,Sep 2023
CA-2023-152509,2023-02-22,First Class,Consumer,Central,Furniture,Tables,Tables Product 93,699.06,620.32,78.7399999999999,Feb 2023
CA-2023-147764,2024-07-25,Same Day,Home Office,West,Office Supplies,Binders,Binders Product 83,25.59,21.22,4.370000000000001,Jul 2024
CA-2023-178388,2024-09-11,First Class,Corporate,West,Office Supplies,Paper,Paper Product 52,67.05,49.49,17.559999999999995,Sep 2024
CA-2023-113409,2023-01-05,Same Day,Consumer,West,Technology,Machines,Machines Product 12,424.87,324.95,99.92000000000002,Jan 2023
CA-2023-118074,2023-04-13,Second Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 42,113.78,91.92,21.86,Apr 2023
CA-2023-175476,2023-07-15,Standard Class,Home Office,South,Office Supplies,Art,Art Product 86,78.49,59.0,19.489999999999995,Jul 2023
CA-2023-125832,2023-12-16,Standard Class,Home Office,West,Furniture,Chairs,Chairs Product 88,1023.38,918.1,105.27999999999997,Dec 2023
CA-2023-141830,2023-02-16,Same Day,Home Office,West,Furniture,Bookcases,Bookcases Product 19,285.53,270.33,15.199999999999989,Feb 2023
CA-2023-156563,2024-10-17,Same Day,Corporate,East,Furniture,Furnishings,Furnishings Product 43,817.86,686.08,131.77999999999997,Oct 2024
CA-2023-135944,2023-09-26,Same Day,Home Office,West,Office Supplies,Labels,Labels Product 83,8.03,5.98,2.049999999999999,Sep 2023
CA-2023-170427,2024-01-05,Standard Class,Corporate,West,Office Supplies,Art,Art Product 40,23.38,18.51,4.869999999999997,Jan 2024
CA-2023-148003,2024-09-27,Second Class,Home Office,East,Office Supplies,Envelopes,Envelopes Product 16,28.86,22.64,6.219999999999999,Sep 2024
CA-2023-105698,2023-04-16,Second Class,Corporate,East,Office Supplies,Fasteners,Fasteners Product 73,65.86,47.63,18.229999999999997,Apr 2023
CA-2023-187234,2024-10-31,Second Class,Home Office,East,Office Supplies,Binders,Binders Product 15,27.48,21.83,5.650000000000002,Oct 2024
CA-2023-106305,2024-10-20,First Class,Home Office,West,Office Supplies,Paper,Paper Product 12,87.24,68.03,19.209999999999994,Oct 2024
CA-2023-126177,2024-10-18,Second Class,Home Office,West,Technology,Machines,Machines Product 89,690.57,518.4,172.17000000000007,Oct 2024
CA-2023-193664,2023-04-30,Same Day,Corporate,Central,Technology,Copiers,Copiers Product 52,407.26,267.85,139.40999999999997,Apr 2023
CA-2023-116260,2024-08-26,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 47,25.22,20.62,4.599999999999998,Aug 2024
CA-2023-168309,2023-02-27,Same Day,Home Office,Central,Furniture,Bookcases,Bookcases Product 40,878.3,748.67,129.63,Feb 2023
CA-2023-104298,2023-12-12,Standard Class,Consumer,East,Office Supplies,Paper,Paper Product 53,172.54,141.83,30.70999999999998,Dec 2023
CA-2023-116968,2024-04-18,First Class,Corporate,Central,Office Supplies,Art,Art Product 60,122.0,98.15,23.849999999999994,Apr 2024
CA-2023-134393,2023-04-27,Standard Class,Home Office,Central,Office Supplies,Art,Art Product 64,67.83,55.57,12.259999999999998,Apr 2023
CA-2023-141574,2023-05-07,First Class,Corporate,West,Technology,Accessories,Accessories Product 34,1065.83,692.97,372.8599999999999,May 2023
CA-2023-186567,2024-01-28,Standard Class,Home Office,West,Furniture,Furnishings,Furnishings Product 63,79.49,70.44,9.049999999999997,Jan 2024
CA-2023-143618,2024-10-02,Standard Class,Corporate,Central,Office Supplies,Binders,Binders Product 17,113.55,83.24,30.310000000000002,Oct 2024
CA-2023-166125,2023-02-27,Standard Class,Corporate,West,Office Supplies,Labels,Labels Product 14,16.87,13.05,3.8200000000000003,Feb 2023
CA-2023-149420,2024-09-25,Standard Class,Home Office,West,Office Supplies,Labels,Labels Product 35,80.82,59.76,21.059999999999995,Sep 2024
CA-2023-172920,2024-05-27,Second Class,Corporate,South,Furniture,Chairs,Chairs Product 90,864.79,750.31,114.48000000000002,May 2024
CA-2023-175139,2023-04-06,Standard Class,Consumer,Central,Office Supplies,Fasteners,Fasteners Product 13,88.89,67.15,21.739999999999995,Apr 2023
CA-2023-124042,2024-09-29,First Class,Home Office,East,Office Supplies,Envelopes,Envelopes Product 19,21.23,16.05,5.18,Sep 2024
CA-2023-118279,2023-04-28,Same Day,Consumer,West,Office Supplies,Art,Art Product 71,59.19,43.3,15.89,Apr 2023
CA-2023-161381,2024-07-13,Second Class,Corporate,East,Office Supplies,Paper,Paper Product 79,63.71,47.19,16.520000000000003,Jul 2024
CA-2023-196143,2024-08-23,Second Class,Consumer,East,Office Supplies,Envelopes,Envelopes Product 96,69.76,57.85,11.910000000000004,Aug 2024
CA-2023-169390,2024-05-02,First Class,Home Office,South,Technology,Machines,Machines Product 45,326.53,234.02,92.50999999999996,May 2024
CA-2023-133769,2023-08-25,Standard Class,Consumer,East,Technology,Machines,Machines Product 30,2217.54,1408.03,809.51,Aug 2023
CA-2023-116806,2023-09-29,Same Day,Corporate,Central,Office Supplies,Binders,Binders Product 45,12.33,9.09,3.24,Sep 2023
CA-2023-139531,2023-07-08,Same Day,Consumer,South,Office Supplies,Fasteners,Fasteners Product 32,77.11,56.33,20.78,Jul 2023
CA-2023-158579,2024-12-04,Second Class,Home Office,West,Office Supplies,Binders,Binders Product 11,101.89,80.76,21.129999999999995,Dec 2024
CA-2023-141938,2024-03-22,Standard Class,Corporate,Central,Office Supplies,Envelopes,Envelopes Product 35,44.65,35.81,8.839999999999996,Mar 2024
CA-2023-127386,2024-08-03,Second Class,Home Office,South,Technology,Copiers,Copiers Product 76,943.71,635.15,308.56000000000006,Aug 2024
CA-2023-125416,2023-09-04,First Class,Corporate,West,Office Supplies,Paper,Paper Product 47,57.93,45.94,11.990000000000002,Sep 2023
CA-2023-135739,2023-03-17,Second Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 25,73.05,56.91,16.14,Mar 2023
CA-2023-106782,2023-06-03,Standard Class,Consumer,Central,Office Supplies,Binders,Binders Product 48,16.61,12.99,3.619999999999999,Jun 2023
CA-2023-140149,2024-10-17,Standard Class,Home Office,East,Furniture,Bookcases,Bookcases Product 64,265.73,226.25,39.48000000000002,Oct 2024
CA-2023-160410,2024-03-10,First Class,Consumer,East,Office Supplies,Binders,Binders Product 99,119.42,93.01,26.409999999999997,Mar 2024
CA-2023-170122,2023-03-27,First Class,Home Office,East,Furniture,Tables,Tables Product 76,887.18,760.07,127.1099999999999,Mar 2023
CA-2023-104922,2024-11-27,First Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 72,191.44,146.27,45.16999999999999,Nov 2024
CA-2023-118443,2023-10-12,Standard Class,Corporate,East,Technology,Machines,Machines Product 63,1111.74,818.46,293.28,Oct 2023
CA-2023-152003,2023-08-08,Same Day,Corporate,West,Office Supplies,Envelopes,Envelopes Product 76,114.55,82.64,31.909999999999997,Aug 2023
CA-2023-152347,2023-03-10,Standard Class,Consumer,Central,Office Supplies,Fasteners,Fasteners Product 15,92.57,76.48,16.08999999999999,Mar 2023
CA-2023-103092,2023-02-16,Same Day,Consumer,Central,Office Supplies,Fasteners,Fasteners Product 29,71.5,57.51,13.990000000000002,Feb 2023
CA-2023-169855,2023-04-04,Same Day,Corporate,East,Furniture,Tables,Tables Product 30,344.37,309.92,34.44999999999999,Apr 2023
CA-2023-106364,2024-03-28,Same Day,Corporate,West,Office Supplies,Binders,Binders Product 36,31.05,23.38,7.670000000000002,Mar 2024
CA-2023-188302,2023-07-23,First Class,Consumer,East,Furniture,Bookcases,Bookcases Product 32,389.34,358.48,30.859999999999957,Jul 2023
CA-2023-103748,2023-08-06,Second Class,Corporate,East,Technology,Accessories,Accessories Product 44,244.61,163.41,81.20000000000002,Aug 2023
CA-2023-104675,2024-04-18,First Class,Corporate,Central,Furniture,Tables,Tables Product 35,431.59,383.4,48.19,Apr 2024
CA-2023-100287,2024-03-07,Second Class,Home Office,West,Office Supplies,Labels,Labels Product 2,91.65,65.6,26.05000000000001,Mar 2024
CA-2023-114758,2023-12-07,Standard Class,Home Office,Central,Office Supplies,Paper,Paper Product 1,104.79,78.85,25.940000000000012,Dec 2023
CA-2023-190417,2024-07-04,Same Day,Home Office,West,Furniture,Chairs,Chairs Product 75,667.91,634.64,33.26999999999998,Jul 2024
CA-2023-188774,2024-09-03,Second Class,Corporate,South,Technology,Phones,Phones Product 19,1554.11,1012.93,541.18,Sep 2024
CA-2023-140130,2023-10-16,Same Day,Home Office,Central,Furniture,Furnishings,Furnishings Product 54,143.29,119.95,23.33999999999999,Oct 2023
CA-2023-156997,2023-09-11,Same Day,Consumer,East,Office Supplies,Binders,Binders Product 10,76.71,59.66,17.049999999999997,Sep 2023
CA-2023-151502,2023-12-23,Standard Class,Corporate,East,Office Supplies,Paper,Paper Product 22,130.37,96.61,33.760000000000005,Dec 2023
CA-2023-143169,2023-01-23,Same Day,Corporate,West,Furniture,Tables,Tables Product 12,97.16,83.75,13.409999999999997,Jan 2023
CA-2023-169345,2024-06-05,Same Day,Home Office,West,Office Supplies,Envelopes,Envelopes Product 65,10.13,7.65,2.4800000000000004,Jun 2024
CA-2023-126270,2023-04-10,Standard Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 15,27.19,21.59,5.600000000000001,Apr 2023
CA-2023-193076,2023-06-29,Second Class,Corporate,East,Technology,Copiers,Copiers Product 18,434.4,332.26,102.13999999999999,Jun 2023
CA-2023-106135,2023-08-11,Second Class,Consumer,East,Furniture,Tables,Tables Product 78,819.86,737.95,81.90999999999997,Aug 2023
CA-2023-127564,2024-10-20,Same Day,Corporate,West,Office Supplies,Labels,Labels Product 23,122.97,90.53,32.44,Oct 2024
CA-2023-176436,2024-03-17,Same Day,Home Office,West,Furniture,Bookcases,Bookcases Product 95,132.24,111.25,20.99000000000001,Mar 2024
CA-2023-184284,2024-08-30,First Class,Corporate,East,Furniture,Furnishings,Furnishings Product 44,336.47,292.65,43.82000000000005,Aug 2024
CA-2023-143116,2023-11-21,First Class,Home Office,Central,Technology,Accessories,Accessories Product 78,3107.43,2078.63,1028.7999999999997,Nov 2023
CA-2023-120955,2024-05-30,First Class,Corporate,East,Furniture,Chairs,Chairs Product 87,66.15,60.23,5.920000000000009,May 2024
CA-2023-148924,2023-01-16,Second Class,Home Office,West,Technology,Phones,Phones Product 22,2117.41,1440.68,676.7299999999998,Jan 2023
CA-2023-125216,2023-12-02,Same Day,Home Office,East,Office Supplies,Labels,Labels Product 39,78.49,62.89,15.599999999999994,Dec 2023
CA-2023-168111,2023-09-15,First Class,Corporate,West,Technology,Copiers,Copiers Product 58,884.13,666.62,217.51,Sep 2023
CA-2023-107493,2024-05-11,Same Day,Consumer,Central,Office Supplies,Paper,Paper Product 33,57.73,43.26,14.469999999999999,May 2024
CA-2023-147315,2023-06-09,Standard Class,Consumer,Central,Office Supplies,Art,Art Product 19,83.63,68.33,15.299999999999997,Jun 2023
CA-2023-152664,2024-04-19,Second Class,Home Office,West,Office Supplies,Labels,Labels Product 86,105.62,79.13,26.49000000000001,Apr 2024
CA-2023-123154,2024-10-25,Second Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 28,74.83,57.35,17.479999999999997,Oct 2024
CA-2023-154478,2024-11-20,First Class,Home Office,East,Office Supplies,Art,Art Product 26,175.95,126.12,49.829999999999984,Nov 2024
CA-2023-142431,2024-11-05,Second Class,Corporate,West,Office Supplies,Art,Art Product 42,17.45,13.43,4.02,Nov 2024
CA-2023-183886,2024-01-15,Same Day,Home Office,West,Furniture,Bookcases,Bookcases Product 61,747.82,657.44,90.38,Jan 2024
CA-2023-140874,2024-06-28,First Class,Consumer,West,Technology,Copiers,Copiers Product 53,1587.86,1082.43,505.42999999999984,Jun 2024
CA-2023-136405,2024-11-21,Standard Class,Corporate,West,Office Supplies,Paper,Paper Product 96,200.16,146.46,53.69999999999999,Nov 2024
CA-2023-127052,2024-03-02,First Class,Corporate,West,Office Supplies,Fasteners,Fasteners Product 57,43.56,34.19,9.370000000000005,Mar 2024
CA-2023-127405,2024-09-04,Second Class,Home Office,Central,Office Supplies,Fasteners,Fasteners Product 17,59.96,49.34,10.619999999999997,Sep 2024
CA-2023-114414,2023-09-25,Second Class,Consumer,West,Furniture,Tables,Tables Product 47,350.84,316.05,34.789999999999964,Sep 2023
CA-2023-111350,2024-07-30,Standard Class,Corporate,Central,Office Supplies,Fasteners,Fasteners Product 81,80.72,66.58,14.14,Jul 2024
CA-2023-187535,2024-02-21,Standard Class,Corporate,West,Technology,Phones,Phones Product 52,486.32,352.73,133.58999999999997,Feb 2024
CA-2023-191024,2023-06-17,Same Day,Home Office,Central,Office Supplies,Envelopes,Envelopes Product 4,52.03,42.22,9.810000000000002,Jun 2023
CA-2023-197799,2023-02-12,Standard Class,Home Office,East,Office Supplies,Fasteners,Fasteners Product 43,48.24,39.55,8.690000000000005,Feb 2023
CA-2023-166972,2024-07-09,Same Day,Home Office,East,Office Supplies,Fasteners,Fasteners Product 59,23.57,19.09,4.48,Jul 2024
CA-2023-128633,2023-10-12,Same Day,Home Office,West,Office Supplies,Labels,Labels Product 30,17.57,12.66,4.91,Oct 2023
CA-2023-196035,2024-02-01,Second Class,Corporate,East,Furniture,Bookcases,Bookcases Product 71,764.14,643.56,120.58000000000004,Feb 2024
CA-2023-106533,2023-01-12,Second Class,Corporate,West,Office Supplies,Binders,Binders Product 18,125.04,98.84,26.200000000000003,Jan 2023
CA-2023-106089,2024-08-29,Standard Class,Corporate,West,Office Supplies,Labels,Labels Product 39,8.27,6.0,2.2699999999999996,Aug 2024
CA-2023-134493,2023-10-29,Standard Class,Home Office,West,Technology,Phones,Phones Product 44,161.52,118.07,43.45000000000002,Oct 2023
CA-2023-198725,2023-09-10,Standard Class,Corporate,West,Furniture,Bookcases,Bookcases Product 59,214.79,191.96,22.829999999999984,Sep 2023
CA-2023-162320,2024-05-13,Second Class,Consumer,East,Furniture,Bookcases,Bookcases Product 66,762.32,669.76,92.56000000000006,May 2024
CA-2023-144116,2023-02-04,First Class,Home Office,South,Technology,Accessories,Accessories Product 14,1078.89,752.56,326.33000000000015,Feb 2023
CA-2023-157608,2024-12-27,Second Class,Consumer,Central,Furniture,Furnishings,Furnishings Product 69,369.52,323.05,46.46999999999997,Dec 2024
CA-2023-177606,2023-03-31,Second Class,Home Office,West,Office Supplies,Binders,Binders Product 3,43.65,31.92,11.729999999999997,Mar 2023
CA-2023-105515,2024-08-27,First Class,Corporate,West,Furniture,Furnishings,Furnishings Product 19,265.69,233.12,32.56999999999999,Aug 2024
CA-2023-187939,2024-08-24,First Class,Consumer,East,Technology,Copiers,Copiers Product 8,1712.83,1274.81,438.02,Aug 2024
CA-2023-172013,2024-02-22,Standard Class,Consumer,East,Office Supplies,Labels,Labels Product 15,123.4,99.49,23.91000000000001,Feb 2024
CA-2023-114308,2023-04-25,Same Day,Consumer,West,Office Supplies,Binders,Binders Product 80,29.57,22.6,6.969999999999999,Apr 2023
CA-2023-197624,2024-09-08,Standard Class,Corporate,Central,Technology,Copiers,Copiers Product 78,1157.65,732.19,425.46000000000004,Sep 2024
CA-2023-126026,2023-07-15,Standard Class,Corporate,South,Office Supplies,Paper,Paper Product 43,14.2,10.62,3.58,Jul 2023
CA-2023-118610,2024-05-15,Same Day,Home Office,Central,Office Supplies,Binders,Binders Product 9,84.99,68.88,16.11,May 2024
CA-2023-162712,2024-09-17,Second Class,Home Office,South,Office Supplies,Envelopes,Envelopes Product 6,72.34,60.06,12.280000000000001,Sep 2024
CA-2023-145203,2024-05-07,Second Class,Corporate,Central,Office Supplies,Fasteners,Fasteners Product 66,63.66,51.59,12.069999999999993,May 2024
CA-2023-149646,2023-03-16,Standard Class,Corporate,West,Office Supplies,Labels,Labels Product 55,69.41,50.13,19.279999999999994,Mar 2023
CA-2023-129709,2024-02-17,Second Class,Consumer,East,Office Supplies,Art,Art Product 65,47.97,35.87,12.100000000000001,Feb 2024
CA-2023-155371,2024-01-11,First Class,Home Office,West,Office Supplies,Fasteners,Fasteners Product 28,30.17,22.18,7.990000000000002,Jan 2024
CA-2023-105730,2024-02-24,Second Class,Home Office,West,Technology,Phones,Phones Product 80,561.4,353.72,207.67999999999995,Feb 2024
CA-2023-188603,2024-12-29,Same Day,Home Office,West,Office Supplies,Fasteners,Fasteners Product 46,114.11,81.54,32.56999999999999,Dec 2024
CA-2023-128756,2023-10-04,Standard Class,Consumer,East,Furniture,Bookcases,Bookcases Product 23,900.59,761.95,138.64,Oct 2023
CA-2023-122092,2024-11-06,First Class,Corporate,West,Office Supplies,Art,Art Product 97,141.47,107.35,34.120000000000005,Nov 2024
CA-2023-198162,2024-01-29,First Class,Home Office,West,Office Supplies,Art,Art Product 50,73.5,59.18,14.32,Jan 2024
CA-2023-134924,2024-04-01,Standard Class,Home Office,East,Furniture,Bookcases,Bookcases Product 40,283.8,245.87,37.93000000000001,Apr 2024
CA-2023-112021,2023-07-11,Standard Class,Consumer,Central,Office Supplies,Labels,Labels Product 66,59.19,46.85,12.339999999999996,Jul 2023
CA-2023-184517,2024-11-19,Second Class,Consumer,West,Office Supplies,Binders,Binders Product 66,92.17,66.71,25.460000000000008,Nov 2024
CA-2023-171186,2023-04-09,Second Class,Consumer,West,Technology,Machines,Machines Product 88,1190.91,903.39,287.5200000000001,Apr 2023
CA-2023-161360,2024-07-01,Same Day,Corporate,West,Office Supplies,Fasteners,Fasteners Product 89,82.83,66.0,16.83,Jul 2024
CA-2023-153775,2023-04-06,Second Class,Home Office,East,Office Supplies,Labels,Labels Product 42,105.4,81.97,23.430000000000007,Apr 2023
CA-2023-181441,2024-10-25,Standard Class,Consumer,West,Furniture,Tables,Tables Product 21,217.22,185.88,31.340000000000003,Oct 2024
CA-2023-166537,2024-10-24,Second Class,Corporate,Central,Office Supplies,Paper,Paper Product 18,15.52,12.75,2.7699999999999996,Oct 2024
CA-2023-100515,2023-07-09,First Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 26,51.83,39.24,12.589999999999996,Jul 2023
CA-2023-162532,2023-02-06,First Class,Consumer,West,Technology,Copiers,Copiers Product 18,830.29,565.89,264.4,Feb 2023
CA-2023-115689,2024-01-04,Standard Class,Home Office,East,Technology,Phones,Phones Product 67,2245.81,1404.44,841.3699999999999,Jan 2024
CA-2023-159658,2024-11-25,First Class,Consumer,East,Furniture,Tables,Tables Product 13,149.09,139.26,9.830000000000013,Nov 2024
CA-2023-161431,2024-06-08,Standard Class,Home Office,West,Office Supplies,Labels,Labels Product 56,86.24,69.11,17.129999999999995,Jun 2024
CA-2023-117558,2023-10-06,Standard Class,Corporate,West,Technology,Machines,Machines Product 69,2191.51,1467.19,724.3200000000002,Oct 2023
CA-2023-197462,2023-08-05,Standard Class,Consumer,Central,Office Supplies,Paper,Paper Product 13,24.59,19.43,5.16,Aug 2023
CA-2023-144130,2023-09-30,Second Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 64,32.06,24.65,7.410000000000004,Sep 2023
CA-2023-199694,2023-03-03,Second Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 89,54.55,43.51,11.04,Mar 2023
CA-2023-131186,2024-08-18,Standard Class,Consumer,South,Office Supplies,Art,Art Product 51,105.58,85.38,20.200000000000003,Aug 2024
CA-2023-128350,2024-12-29,Standard Class,Consumer,South,Office Supplies,Envelopes,Envelopes Product 10,120.63,93.0,27.629999999999995,Dec 2024
CA-2023-163772,2023-12-08,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 46,167.6,137.43,30.169999999999987,Dec 2023
CA-2023-113386,2024-02-01,Second Class,Consumer,East,Office Supplies,Binders,Binders Product 90,35.49,28.14,7.350000000000001,Feb 2024
CA-2023-122706,2024-11-29,Same Day,Corporate,South,Furniture,Tables,Tables Product 9,953.59,820.1,133.49,Nov 2024
CA-2023-144066,2023-01-19,First Class,Home Office,East,Technology,Phones,Phones Product 7,1711.93,1138.77,573.1600000000001,Jan 2023
CA-2023-168694,2023-06-26,Standard Class,Home Office,Central,Office Supplies,Art,Art Product 33,31.27,25.68,5.59,Jun 2023
CA-2023-193922,2024-09-03,Same Day,Consumer,South,Furniture,Furnishings,Furnishings Product 3,529.86,483.37,46.49000000000001,Sep 2024
CA-2023-134159,2024-01-31,Standard Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 17,55.9,43.21,12.689999999999998,Jan 2024
CA-2023-170990,2024-03-20,First Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 50,20.12,15.7,4.420000000000002,Mar 2024
CA-2023-199287,2023-08-21,Same Day,Consumer,East,Office Supplies,Art,Art Product 94,88.97,64.81,24.159999999999997,Aug 2023
CA-2023-162699,2023-03-17,Second Class,Consumer,East,Technology,Phones,Phones Product 82,2068.27,1466.09,602.1800000000001,Mar 2023
CA-2023-121029,2023-09-22,Second Class,Home Office,East,Office Supplies,Labels,Labels Product 81,9.99,8.16,1.83,Sep 2023
CA-2023-151796,2024-03-30,Standard Class,Consumer,Central,Office Supplies,Paper,Paper Product 16,78.98,61.56,17.42,Mar 2024
CA-2023-151702,2024-12-18,Second Class,Consumer,Central,Technology,Copiers,Copiers Product 94,1480.3,1029.84,450.46000000000004,Dec 2024
CA-2023-167087,2024-01-19,First Class,Consumer,West,Office Supplies,Paper,Paper Product 73,64.15,46.35,17.800000000000004,Jan 2024
CA-2023-140277,2024-07-17,Same Day,Corporate,Central,Office Supplies,Paper,Paper Product 55,19.68,15.01,4.67,Jul 2024
CA-2023-123488,2024-05-20,First Class,Consumer,Central,Office Supplies,Art,Art Product 4,15.36,11.42,3.9399999999999995,May 2024
CA-2023-110400,2024-01-02,Same Day,Corporate,East,Office Supplies,Binders,Binders Product 60,16.1,11.94,4.160000000000002,Jan 2024
CA-2023-104567,2023-05-24,Same Day,Consumer,West,Technology,Copiers,Copiers Product 18,649.21,425.69,223.52000000000004,May 2023
CA-2023-157769,2023-03-10,Standard Class,Home Office,Central,Office Supplies,Paper,Paper Product 54,63.01,47.2,15.809999999999995,Mar 2023
CA-2023-171927,2023-04-09,Second Class,Corporate,West,Furniture,Tables,Tables Product 70,476.34,451.23,25.109999999999957,Apr 2023
CA-2023-131601,2024-01-31,First Class,Consumer,Central,Office Supplies,Paper,Paper Product 78,114.17,89.22,24.950000000000003,Jan 2024
CA-2023-192850,2023-01-25,Second Class,Home Office,East,Technology,Machines,Machines Product 65,911.16,664.87,246.28999999999996,Jan 2023
CA-2023-190194,2024-04-13,Second Class,Home Office,East,Technology,Phones,Phones Product 60,563.83,426.99,136.84000000000003,Apr 2024
CA-2023-118557,2024-04-28,Standard Class,Home Office,West,Office Supplies,Fasteners,Fasteners Product 98,65.13,46.67,18.459999999999994,Apr 2024
CA-2023-104368,2024-07-18,Second Class,Corporate,Central,Technology,Accessories,Accessories Product 79,256.07,184.32,71.75,Jul 2024
CA-2023-180440,2023-05-31,Same Day,Corporate,South,Office Supplies,Fasteners,Fasteners Product 1,92.0,73.2,18.799999999999997,May 2023
CA-2023-155514,2023-05-24,Standard Class,Consumer,East,Technology,Phones,Phones Product 61,359.68,266.12,93.56,May 2023
CA-2023-149737,2024-07-22,Same Day,Home Office,East,Office Supplies,Binders,Binders Product 59,72.59,53.62,18.970000000000006,Jul 2024
CA-2023-139725,2023-02-08,Standard Class,Corporate,West,Technology,Copiers,Copiers Product 71,1376.09,948.3,427.78999999999996,Feb 2023
CA-2023-180356,2023-04-19,Same Day,Corporate,Central,Office Supplies,Binders,Binders Product 84,26.4,20.92,5.479999999999997,Apr 2023
CA-2023-182821,2024-11-23,Standard Class,Consumer,East,Office Supplies,Labels,Labels Product 26,87.92,64.71,23.210000000000008,Nov 2024
CA-2023-149699,2023-02-11,Standard Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 57,130.81,97.11,33.7,Feb 2023
CA-2023-108997,2023-07-05,First Class,Corporate,West,Office Supplies,Binders,Binders Product 35,94.73,77.53,17.200000000000003,Jul 2023
CA-2023-161078,2024-02-02,First Class,Home Office,Central,Office Supplies,Labels,Labels Product 31,26.19,18.87,7.32,Feb 2024
CA-2023-183123,2023-08-11,Same Day,Corporate,West,Technology,Machines,Machines Product 71,1833.43,1248.45,584.98,Aug 2023
CA-2023-123760,2024-09-25,Standard Class,Corporate,South,Technology,Accessories,Accessories Product 42,1754.34,1240.14,514.1999999999998,Sep 2024
CA-2023-160942,2023-05-13,Second Class,Home Office,Central,Office Supplies,Envelopes,Envelopes Product 64,83.15,62.09,21.060000000000002,May 2023
CA-2023-188177,2023-06-12,First Class,Consumer,West,Office Supplies,Binders,Binders Product 87,63.64,49.89,13.75,Jun 2023
CA-2023-145156,2023-08-03,Same Day,Home Office,East,Office Supplies,Binders,Binders Product 41,42.43,35.03,7.399999999999999,Aug 2023
CA-2023-104823,2023-08-23,Standard Class,Consumer,East,Furniture,Furnishings,Furnishings Product 62,232.31,205.29,27.02000000000001,Aug 2023
CA-2023-151567,2024-10-19,Second Class,Corporate,Central,Technology,Copiers,Copiers Product 21,1883.17,1396.48,486.69000000000005,Oct 2024
