Order ID,Order Date,Ship Mode,Segment,Region,Category,Sub-Category,Product Name,Sales,Cost
CA-2023-142431,11/05/2024,Second Class,Corporate,West,Office Supplies,Art,Art Product 42,17.45,13.43
CA-2023-183886,01/15/2024,Same Day,Home Office,West,Furniture,Bookcases,Bookcases Product 61,747.82,657.44
CA-2023-140874,06/28/2024,First Class,Consumer,West,Technology,Copiers,Copiers Product 53,1587.86,1082.43
CA-2023-136405,11/21/2024,Standard Class,Corporate,West,Office Supplies,Paper,Paper Product 96,200.16,146.46
CA-2023-127052,03/02/2024,First Class,Corporate,West,Office Supplies,Fasteners,Fasteners Product 57,43.56,34.19
CA-2023-127405,09/04/2024,Second Class,Home Office,Central,Office Supplies,Fasteners,Fasteners Product 17,59.96,49.34
CA-2023-114414,09/25/2023,Second Class,Consumer,West,Furniture,Tables,Tables Product 47,350.84,316.05
CA-2023-111350,07/30/2024,Standard Class,Corporate,Central,Office Supplies,Fasteners,Fasteners Product 81,80.72,66.58
CA-2023-187535,02/21/2024,Standard Class,Corporate,West,Technology,Phones,Phones Product 52,486.32,352.73
CA-2023-191024,06/17/2023,Same Day,Home Office,Central,Office Supplies,Envelopes,Envelopes Product 4,52.03,42.22
CA-2023-197799,02/12/2023,Standard Class,Home Office,East,Office Supplies,Fasteners,Fasteners Product 43,48.24,39.55
CA-2023-166972,07/09/2024,Same Day,Home Office,East,Office Supplies,Fasteners,Fasteners Product 59,23.57,19.09
CA-2023-128633,10/12/2023,Same Day,Home Office,West,Office Supplies,Labels,Labels Product 30,17.57,12.66
CA-2023-196035,02/01/2024,Second Class,Corporate,East,Furniture,Bookcases,Bookcases Product 71,764.14,643.56
CA-2023-106533,01/12/2023,Second Class,Corporate,West,Office Supplies,Binders,Binders Product 18,125.04,98.84
CA-2023-106089,08/29/2024,Standard Class,Corporate,West,Office Supplies,Labels,Labels Product 39,8.27,6.0
CA-2023-134493,10/29/2023,Standard Class,Home Office,West,Technology,Phones,Phones Product 44,161.52,118.07
CA-2023-198725,09/10/2023,Standard Class,Corporate,West,Furniture,Bookcases,Bookcases Product 59,214.79,191.96
CA-2023-162320,05/13/2024,Second Class,Consumer,East,Furniture,Bookcases,Bookcases Product 66,762.32,669.76
CA-2023-144116,02/04/2023,First Class,Home Office,South,Technology,Accessories,Accessories Product 14,1078.89,752.56
CA-2023-157608,12/27/2024,Second Class,Consumer,Central,Furniture,Furnishings,Furnishings Product 69,369.52,323.05
CA-2023-177606,03/31/2023,Second Class,Home Office,West,Office Supplies,Binders,Binders Product 3,43.65,31.92
CA-2023-105515,08/27/2024,First Class,Corporate,West,Furniture,Furnishings,Furnishings Product 19,265.69,233.12
CA-2023-187939,08/24/2024,First Class,Consumer,East,Technology,Copiers,Copiers Product 8,1712.83,1274.81
CA-2023-172013,02/22/2024,Standard Class,Consumer,East,Office Supplies,Labels,Labels Product 15,123.4,99.49
CA-2023-114308,04/25/2023,Same Day,Consumer,West,Office Supplies,Binders,Binders Product 80,29.57,22.6
CA-2023-197624,09/08/2024,Standard Class,Corporate,Central,Technology,Copiers,Copiers Product 78,1157.65,732.19
CA-2023-126026,07/15/2023,Standard Class,Corporate,South,Office Supplies,Paper,Paper Product 43,14.2,10.62
CA-2023-118610,05/15/2024,Same Day,Home Office,Central,Office Supplies,Binders,Binders Product 9,84.99,68.88
CA-2023-162712,09/17/2024,Second Class,Home Office,South,Office Supplies,Envelopes,Envelopes Product 6,72.34,60.06
CA-2023-145203,05/07/2024,Second Class,Corporate,Central,Office Supplies,Fasteners,Fasteners Product 66,63.66,51.59
CA-2023-149646,03/16/2023,Standard Class,Corporate,West,Office Supplies,Labels,Labels Product 55,69.41,50.13
CA-2023-129709,02/17/2024,Second Class,Consumer,East,Office Supplies,Art,Art Product 65,47.97,35.87
CA-2023-155371,01/11/2024,First Class,Home Office,West,Office Supplies,Fasteners,Fasteners Product 28,30.17,22.18
CA-2023-105730,02/24/2024,Second Class,Home Office,West,Technology,Phones,Phones Product 80,561.4,353.72
CA-2023-188603,12/29/2024,Same Day,Home Office,West,Office Supplies,Fasteners,Fasteners Product 46,114.11,81.54
CA-2023-128756,10/04/2023,Standard Class,Consumer,East,Furniture,Bookcases,Bookcases Product 23,900.59,761.95
CA-2023-122092,11/06/2024,First Class,Corporate,West,Office Supplies,Art,Art Product 97,141.47,107.35
CA-2023-198162,01/29/2024,First Class,Home Office,West,Office Supplies,Art,Art Product 50,73.5,59.18
CA-2023-134924,04/01/2024,Standard Class,Home Office,East,Furniture,Bookcases,Bookcases Product 40,283.8,245.87
CA-2023-112021,07/11/2023,Standard Class,Consumer,Central,Office Supplies,Labels,Labels Product 66,59.19,46.85
CA-2023-184517,11/19/2024,Second Class,Consumer,West,Office Supplies,Binders,Binders Product 66,92.17,66.71
CA-2023-171186,04/09/2023,Second Class,Consumer,West,Technology,Machines,Machines Product 88,1190.91,903.39
CA-2023-161360,07/01/2024,Same Day,Corporate,West,Office Supplies,Fasteners,Fasteners Product 89,82.83,66.0
CA-2023-153775,04/06/2023,Second Class,Home Office,East,Office Supplies,Labels,Labels Product 42,105.4,81.97
CA-2023-181441,10/25/2024,Standard Class,Consumer,West,Furniture,Tables,Tables Product 21,217.22,185.88
CA-2023-166537,10/24/2024,Second Class,Corporate,Central,Office Supplies,Paper,Paper Product 18,15.52,12.75
CA-2023-100515,07/09/2023,First Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 26,51.83,39.24
CA-2023-162532,02/06/2023,First Class,Consumer,West,Technology,Copiers,Copiers Product 18,830.29,565.89
CA-2023-115689,01/04/2024,Standard Class,Home Office,East,Technology,Phones,Phones Product 67,2245.81,1404.44
CA-2023-159658,11/25/2024,First Class,Consumer,East,Furniture,Tables,Tables Product 13,149.09,139.26
CA-2023-161431,06/08/2024,Standard Class,Home Office,West,Office Supplies,Labels,Labels Product 56,86.24,69.11
CA-2023-117558,10/06/2023,Standard Class,Corporate,West,Technology,Machines,Machines Product 69,2191.51,1467.19
CA-2023-197462,08/05/2023,Standard Class,Consumer,Central,Office Supplies,Paper,Paper Product 13,24.59,19.43
CA-2023-144130,09/30/2023,Second Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 64,32.06,24.65
CA-2023-199694,03/03/2023,Second Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 89,54.55,43.51
CA-2023-131186,08/18/2024,Standard Class,Consumer,South,Office Supplies,Art,Art Product 51,105.58,85.38
CA-2023-128350,12/29/2024,Standard Class,Consumer,South,Office Supplies,Envelopes,Envelopes Product 10,120.63,93.0
CA-2023-163772,12/08/2023,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 46,167.6,137.43
CA-2023-113386,02/01/2024,Second Class,Consumer,East,Office Supplies,Binders,Binders Product 90,35.49,28.14
CA-2023-122706,11/29/2024,Same Day,Corporate,South,Furniture,Tables,Tables Product 9,953.59,820.1
CA-2023-144066,01/19/2023,First Class,Home Office,East,Technology,Phones,Phones Product 7,1711.93,1138.77
CA-2023-168694,06/26/2023,Standard Class,Home Office,Central,Office Supplies,Art,Art Product 33,31.27,25.68
CA-2023-193922,09/03/2024,Same Day,Consumer,South,Furniture,Furnishings,Furnishings Product 3,529.86,483.37
CA-2023-134159,01/31/2024,Standard Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 17,55.9,43.21
CA-2023-170990,03/20/2024,First Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 50,20.12,15.7
CA-2023-199287,08/21/2023,Same Day,Consumer,East,Office Supplies,Art,Art Product 94,88.97,64.81
CA-2023-162699,03/17/2023,Second Class,Consumer,East,Technology,Phones,Phones Product 82,2068.27,1466.09
CA-2023-121029,09/22/2023,Second Class,Home Office,East,Office Supplies,Labels,Labels Product 81,9.99,8.16
CA-2023-151796,03/30/2024,Standard Class,Consumer,Central,Office Supplies,Paper,Paper Product 16,78.98,61.56
CA-2023-151702,12/18/2024,Second Class,Consumer,Central,Technology,Copiers,Copiers Product 94,1480.3,1029.84
CA-2023-167087,01/19/2024,First Class,Consumer,West,Office Supplies,Paper,Paper Product 73,64.15,46.35
CA-2023-140277,07/17/2024,Same Day,Corporate,Central,Office Supplies,Paper,Paper Product 55,19.68,15.01
CA-2023-123488,05/20/2024,First Class,Consumer,Central,Office Supplies,Art,Art Product 4,15.36,11.42
CA-2023-110400,01/02/2024,Same Day,Corporate,East,Office Supplies,Binders,Binders Product 60,16.1,11.94
CA-2023-104567,05/24/2023,Same Day,Consumer,West,Technology,Copiers,Copiers Product 18,649.21,425.69
CA-2023-157769,03/10/2023,Standard Class,Home Office,Central,Office Supplies,Paper,Paper Product 54,63.01,47.2
CA-2023-171927,04/09/2023,Second Class,Corporate,West,Furniture,Tables,Tables Product 70,476.34,451.23
CA-2023-131601,01/31/2024,First Class,Consumer,Central,Office Supplies,Paper,Paper Product 78,114.17,89.22
CA-2023-192850,01/25/2023,Second Class,Home Office,East,Technology,Machines,Machines Product 65,911.16,664.87
CA-2023-190194,04/13/2024,Second Class,Home Office,East,Technology,Phones,Phones Product 60,563.83,426.99
CA-2023-118557,04/28/2024,Standard Class,Home Office,West,Office Supplies,Fasteners,Fasteners Product 98,65.13,46.67
CA-2023-104368,07/18/2024,Second Class,Corporate,Central,Technology,Accessories,Accessories Product 79,256.07,184.32
CA-2023-180440,05/31/2023,Same Day,Corporate,South,Office Supplies,Fasteners,Fasteners Product 1,92.0,73.2
CA-2023-155514,05/24/2023,Standard Class,Consumer,East,Technology,Phones,Phones Product 61,359.68,266.12
CA-2023-149737,07/22/2024,Same Day,Home Office,East,Office Supplies,Binders,Binders Product 59,72.59,53.62
CA-2023-139725,02/08/2023,Standard Class,Corporate,West,Technology,Copiers,Copiers Product 71,1376.09,948.3
CA-2023-180356,04/19/2023,Same Day,Corporate,Central,Office Supplies,Binders,Binders Product 84,26.4,20.92
CA-2023-182821,11/23/2024,Standard Class,Consumer,East,Office Supplies,Labels,Labels Product 26,87.92,64.71
CA-2023-149699,02/11/2023,Standard Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 57,130.81,97.11
CA-2023-108997,07/05/2023,First Class,Corporate,West,Office Supplies,Binders,Binders Product 35,94.73,77.53
CA-2023-161078,02/02/2024,First Class,Home Office,Central,Office Supplies,Labels,Labels Product 31,26.19,18.87
CA-2023-183123,08/11/2023,Same Day,Corporate,West,Technology,Machines,Machines Product 71,1833.43,1248.45
CA-2023-123760,09/25/2024,Standard Class,Corporate,South,Technology,Accessories,Accessories Product 42,1754.34,1240.14
CA-2023-160942,05/13/2023,Second Class,Home Office,Central,Office Supplies,Envelopes,Envelopes Product 64,83.15,62.09
CA-2023-188177,06/12/2023,First Class,Consumer,West,Office Supplies,Binders,Binders Product 87,63.64,49.89
CA-2023-145156,08/03/2023,Same Day,Home Office,East,Office Supplies,Binders,Binders Product 41,42.43,35.03
CA-2023-104823,08/23/2023,Standard Class,Consumer,East,Furniture,Furnishings,Furnishings Product 62,232.31,205.29
CA-2023-151567,10/19/2024,Second Class,Corporate,Central,Technology,Copiers,Copiers Product 21,1883.17,1396.48
CA-2023-179401,08/10/2024,Same Day,Consumer,West,Office Supplies,Labels,Labels Product 17,75.32,57.63
CA-2023-154675,01/09/2023,Same Day,Home Office,South,Office Supplies,Paper,Paper Product 9,19.11,15.92
CA-2023-137394,03/15/2023,Second Class,Corporate,West,Office Supplies,Art,Art Product 26,61.25,49.18
CA-2023-163456,05/06/2024,Second Class,Home Office,West,Office Supplies,Paper,Paper Product 33,61.34,47.26
CA-2023-119810,09/10/2023,Same Day,Consumer,West,Office Supplies,Art,Art Product 46,63.28,46.2
CA-2023-115896,08/18/2023,Second Class,Corporate,Central,Office Supplies,Labels,Labels Product 58,97.67,75.76
CA-2023-193254,06/02/2024,Standard Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 90,82.72,63.82
CA-2023-168546,06/23/2023,Same Day,Consumer,West,Office Supplies,Paper,Paper Product 2,98.69,76.12
CA-2023-187968,10/14/2024,Standard Class,Corporate,East,Office Supplies,Fasteners,Fasteners Product 98,46.6,33.47
CA-2023-183521,06/17/2023,Second Class,Consumer,West,Office Supplies,Labels,Labels Product 77,29.49,24.57
CA-2023-101299,06/19/2023,First Class,Corporate,West,Office Supplies,Fasteners,Fasteners Product 12,24.45,18.14
CA-2023-177355,01/28/2024,Standard Class,Corporate,East,Office Supplies,Envelopes,Envelopes Product 64,56.45,44.74
CA-2023-195965,09/25/2024,Standard Class,Home Office,East,Furniture,Tables,Tables Product 96,346.88,295.88
CA-2023-122884,07/13/2023,Same Day,Home Office,Central,Technology,Accessories,Accessories Product 11,606.29,389.79
CA-2023-136132,05/31/2024,Standard Class,Home Office,East,Office Supplies,Art,Art Product 70,27.8,20.72
CA-2023-186437,01/29/2023,Same Day,Corporate,Central,Office Supplies,Labels,Labels Product 35,104.0,76.06
CA-2023-110358,06/14/2023,Second Class,Corporate,East,Office Supplies,Fasteners,Fasteners Product 17,88.11,71.14
CA-2023-130825,02/26/2024,Standard Class,Corporate,South,Furniture,Tables,Tables Product 82,739.26,658.68
CA-2023-133541,12/05/2023,Same Day,Consumer,Central,Office Supplies,Binders,Binders Product 63,33.34,24.8
CA-2023-101674,10/09/2024,Same Day,Consumer,Central,Furniture,Furnishings,Furnishings Product 85,471.3,417.34
CA-2023-110492,05/10/2024,Second Class,Corporate,Central,Technology,Copiers,Copiers Product 86,1676.41,1184.19
CA-2023-172534,12/31/2023,First Class,Consumer,West,Office Supplies,Binders,Binders Product 38,24.04,17.44
CA-2023-115734,12/08/2023,Second Class,Corporate,East,Technology,Phones,Phones Product 51,1606.85,1147.01
CA-2023-121751,05/14/2024,Second Class,Consumer,East,Office Supplies,Art,Art Product 39,18.29,13.11
CA-2023-100755,10/18/2024,Same Day,Corporate,East,Office Supplies,Art,Art Product 52,107.17,79.39
CA-2023-199041,05/25/2024,Standard Class,Corporate,West,Office Supplies,Binders,Binders Product 31,73.18,59.8
CA-2023-131406,11/23/2023,Standard Class,Consumer,East,Furniture,Furnishings,Furnishings Product 35,1236.37,1136.75
CA-2023-151287,08/05/2023,Same Day,Consumer,South,Technology,Phones,Phones Product 53,1258.73,899.27
CA-2023-115577,10/28/2023,Same Day,Consumer,West,Furniture,Furnishings,Furnishings Product 40,938.27,794.95
CA-2023-197554,05/12/2023,Second Class,Home Office,East,Office Supplies,Binders,Binders Product 80,83.82,64.92
CA-2023-186072,03/11/2023,Same Day,Consumer,East,Office Supplies,Binders,Binders Product 54,13.41,10.34
CA-2023-147801,09/09/2023,Second Class,Home Office,East,Office Supplies,Labels,Labels Product 75,33.79,25.93
CA-2023-113569,02/19/2024,First Class,Consumer,West,Office Supplies,Binders,Binders Product 90,53.9,40.81
CA-2023-168580,03/20/2024,Standard Class,Consumer,East,Office Supplies,Fasteners,Fasteners Product 52,99.69,77.8
CA-2023-117143,07/01/2023,First Class,Home Office,Central,Office Supplies,Labels,Labels Product 32,47.97,35.04
CA-2023-188074,06/16/2023,Same Day,Corporate,South,Office Supplies,Envelopes,Envelopes Product 23,99.52,76.86
CA-2023-192071,04/01/2023,Standard Class,Home Office,South,Office Supplies,Labels,Labels Product 94,26.62,19.06
CA-2023-113161,12/14/2024,Standard Class,Corporate,Central,Office Supplies,Envelopes,Envelopes Product 97,172.94,127.0
CA-2023-104379,06/14/2024,Same Day,Home Office,East,Furniture,Furnishings,Furnishings Product 98,403.42,352.27
CA-2023-172778,02/08/2023,Second Class,Corporate,East,Office Supplies,Binders,Binders Product 33,70.0,51.37
CA-2023-146762,05/06/2023,Standard Class,Home Office,Central,Office Supplies,Paper,Paper Product 5,107.69,77.71
CA-2023-126627,03/26/2024,First Class,Corporate,East,Office Supplies,Fasteners,Fasteners Product 36,40.18,31.86
CA-2023-142292,06/22/2023,Second Class,Home Office,South,Technology,Copiers,Copiers Product 63,647.0,434.62
CA-2023-156574,10/14/2024,Standard Class,Corporate,Central,Office Supplies,Binders,Binders Product 42,98.26,76.84
CA-2023-189254,08/08/2023,Same Day,Corporate,East,Technology,Copiers,Copiers Product 91,749.85,519.9
CA-2023-171101,09/29/2024,Second Class,Home Office,West,Technology,Accessories,Accessories Product 49,1800.42,1338.08
CA-2023-137335,02/27/2023,Same Day,Home Office,Central,Office Supplies,Envelopes,Envelopes Product 31,63.61,52.94
CA-2023-186704,10/21/2024,Same Day,Corporate,West,Office Supplies,Art,Art Product 77,73.88,53.88
CA-2023-103491,04/20/2024,First Class,Corporate,Central,Technology,Copiers,Copiers Product 49,1963.91,1414.43
CA-2023-164926,03/31/2024,Second Class,Home Office,East,Furniture,Chairs,Chairs Product 84,428.79,362.87
CA-2023-115504,12/27/2023,Second Class,Consumer,South,Furniture,Furnishings,Furnishings Product 30,472.2,425.3
CA-2023-180691,01/01/2023,First Class,Consumer,East,Office Supplies,Fasteners,Fasteners Product 44,21.74,17.26
CA-2023-119423,01/22/2024,Second Class,Consumer,East,Furniture,Bookcases,Bookcases Product 69,831.54,754.94
CA-2023-119122,12/14/2023,Standard Class,Consumer,Central,Office Supplies,Binders,Binders Product 78,151.73,108.63
CA-2023-135897,07/09/2023,Standard Class,Corporate,West,Furniture,Chairs,Chairs Product 61,115.65,109.41
CA-2023-165184,05/19/2024,Standard Class,Corporate,West,Technology,Machines,Machines Product 62,211.76,137.95
CA-2023-155390,07/10/2023,Second Class,Consumer,South,Office Supplies,Paper,Paper Product 58,123.44,98.74
CA-2023-174710,05/22/2024,Same Day,Corporate,East,Office Supplies,Envelopes,Envelopes Product 28,129.57,93.06
CA-2023-171260,01/04/2024,First Class,Consumer,South,Office Supplies,Labels,Labels Product 3,75.5,60.08
CA-2023-178462,02/13/2024,Standard Class,Corporate,East,Technology,Machines,Machines Product 84,290.28,215.6
CA-2023-195599,04/27/2023,First Class,Corporate,West,Office Supplies,Labels,Labels Product 77,113.42,87.62
CA-2023-122738,05/14/2023,Same Day,Home Office,West,Office Supplies,Paper,Paper Product 42,7.61,5.59
CA-2023-190369,02/27/2023,First Class,Corporate,Central,Technology,Copiers,Copiers Product 17,1573.21,1203.48
CA-2023-171206,07/09/2024,Same Day,Consumer,East,Office Supplies,Binders,Binders Product 25,42.25,32.31
CA-2023-151012,11/15/2024,Second Class,Corporate,South,Technology,Copiers,Copiers Product 12,2535.98,1924.53
CA-2023-121120,11/02/2024,First Class,Consumer,Central,Furniture,Tables,Tables Product 24,1014.98,943.67
CA-2023-150251,06/22/2023,Same Day,Consumer,East,Office Supplies,Art,Art Product 1,75.81,59.77
CA-2023-168475,05/29/2023,Second Class,Corporate,Central,Office Supplies,Art,Art Product 32,7.8,5.86
CA-2023-129777,03/21/2023,Same Day,Corporate,South,Office Supplies,Binders,Binders Product 34,92.32,67.16
CA-2023-135208,08/01/2023,First Class,Consumer,East,Office Supplies,Binders,Binders Product 51,21.9,17.48
CA-2023-171846,07/22/2023,Same Day,Consumer,South,Technology,Phones,Phones Product 66,1235.07,819.54
CA-2023-113180,08/17/2023,Second Class,Home Office,East,Office Supplies,Fasteners,Fasteners Product 88,37.14,30.34
CA-2023-138507,11/06/2024,Second Class,Corporate,West,Furniture,Bookcases,Bookcases Product 12,483.27,430.09
CA-2023-114457,08/15/2023,Standard Class,Home Office,Central,Office Supplies,Binders,Binders Product 95,62.15,47.25
CA-2023-133477,10/20/2024,Second Class,Corporate,South,Technology,Machines,Machines Product 51,336.7,224.01
CA-2023-111620,06/15/2024,Second Class,Home Office,South,Office Supplies,Envelopes,Envelopes Product 86,95.79,70.28
CA-2023-175020,03/16/2024,Same Day,Corporate,East,Technology,Machines,Machines Product 88,283.95,196.5
CA-2023-128552,02/06/2024,First Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 24,103.84,77.23
CA-2023-189080,02/16/2023,Standard Class,Corporate,West,Technology,Copiers,Copiers Product 56,2212.32,1436.53
CA-2023-163749,08/21/2023,Standard Class,Consumer,East,Office Supplies,Labels,Labels Product 2,118.47,86.54
CA-2023-194202,11/01/2023,Second Class,Corporate,West,Furniture,Furnishings,Furnishings Product 55,354.21,329.07
CA-2023-179955,06/09/2024,First Class,Home Office,East,Technology,Copiers,Copiers Product 57,1100.41,724.86
CA-2023-103407,05/23/2023,Same Day,Consumer,East,Office Supplies,Envelopes,Envelopes Product 5,71.67,55.49
CA-2023-136713,02/19/2024,Same Day,Corporate,West,Office Supplies,Fasteners,Fasteners Product 31,117.53,89.46
CA-2023-155711,05/27/2024,Same Day,Consumer,East,Office Supplies,Labels,Labels Product 80,42.62,34.47
CA-2023-169526,01/08/2024,First Class,Corporate,Central,Office Supplies,Paper,Paper Product 2,59.46,48.23
CA-2023-120316,07/19/2024,Same Day,Consumer,Central,Technology,Copiers,Copiers Product 33,387.56,259.55
CA-2023-114116,09/16/2023,Second Class,Home Office,East,Office Supplies,Labels,Labels Product 10,10.98,8.27
CA-2023-126639,10/17/2024,Second Class,Corporate,East,Office Supplies,Art,Art Product 28,96.09,70.71
CA-2023-185366,04/15/2024,Same Day,Consumer,East,Office Supplies,Labels,Labels Product 20,60.32,49.39
CA-2023-157241,01/12/2023,Same Day,Home Office,East,Office Supplies,Art,Art Product 53,46.34,35.0
CA-2023-155182,11/26/2023,Same Day,Corporate,West,Furniture,Chairs,Chairs Product 19,1296.64,1135.86
CA-2023-189126,12/24/2023,Same Day,Corporate,East,Office Supplies,Labels,Labels Product 64,160.18,129.79
CA-2023-164922,02/12/2024,Standard Class,Consumer,West,Office Supplies,Art,Art Product 46,9.83,7.34
CA-2023-114016,10/29/2024,First Class,Home Office,West,Furniture,Furnishings,Furnishings Product 28,764.3,666.38
CA-2023-176478,01/08/2024,First Class,Corporate,Central,Technology,Phones,Phones Product 64,1701.7,1152.51
CA-2023-148542,01/08/2023,Second Class,Corporate,West,Technology,Phones,Phones Product 85,1005.11,697.65
CA-2023-128036,05/02/2023,Second Class,Corporate,Central,Furniture,Tables,Tables Product 90,880.4,735.41
CA-2023-120750,12/14/2023,First Class,Consumer,East,Office Supplies,Envelopes,Envelopes Product 3,19.84,15.64
CA-2023-192906,11/06/2024,Standard Class,Corporate,Central,Technology,Machines,Machines Product 38,3497.45,2192.87
CA-2023-163370,03/31/2023,Same Day,Consumer,West,Office Supplies,Fasteners,Fasteners Product 64,61.58,45.02
CA-2023-194455,10/09/2024,Same Day,Corporate,West,Office Supplies,Art,Art Product 93,78.26,64.95
CA-2023-124143,11/28/2024,Same Day,Consumer,East,Office Supplies,Fasteners,Fasteners Product 86,151.82,115.32
CA-2023-170309,11/12/2023,First Class,Corporate,South,Technology,Phones,Phones Product 73,2499.2,1914.73
CA-2023-138826,06/27/2023,Same Day,Home Office,Central,Office Supplies,Art,Art Product 42,37.43,31.05
CA-2023-176312,06/23/2024,Standard Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 87,42.79,31.96
CA-2023-196261,02/10/2023,Standard Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 66,47.61,37.61
CA-2023-199108,12/04/2024,Same Day,Home Office,South,Furniture,Tables,Tables Product 84,1073.0,1013.77
CA-2023-178572,05/16/2024,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 46,55.55,46.04
CA-2023-159840,05/25/2023,Same Day,Home Office,South,Office Supplies,Fasteners,Fasteners Product 24,77.44,64.02
CA-2023-195119,07/20/2023,First Class,Consumer,West,Office Supplies,Art,Art Product 65,82.73,66.36
CA-2023-163884,12/24/2024,Second Class,Home Office,East,Office Supplies,Art,Art Product 41,190.39,137.41
CA-2023-111801,04/05/2024,Standard Class,Consumer,South,Office Supplies,Art,Art Product 2,60.7,48.49
CA-2023-165140,07/11/2024,Same Day,Consumer,West,Technology,Machines,Machines Product 56,603.51,412.32
CA-2023-167288,06/30/2024,Same Day,Corporate,West,Furniture,Tables,Tables Product 69,128.34,119.76
CA-2023-196612,09/10/2023,Standard Class,Consumer,East,Furniture,Tables,Tables Product 80,451.58,389.28
CA-2023-124363,01/25/2024,First Class,Home Office,East,Office Supplies,Fasteners,Fasteners Product 54,33.32,26.79
CA-2023-139390,08/16/2024,Second Class,Consumer,East,Furniture,Chairs,Chairs Product 48,815.5,718.23
CA-2023-106073,09/13/2023,First Class,Home Office,Central,Office Supplies,Art,Art Product 41,87.34,70.14
CA-2023-149692,12/09/2024,First Class,Corporate,West,Office Supplies,Labels,Labels Product 99,159.84,123.94
CA-2023-130544,03/25/2024,Standard Class,Consumer,East,Office Supplies,Binders,Binders Product 49,130.4,93.94
CA-2023-142012,01/10/2023,Standard Class,Corporate,Central,Office Supplies,Envelopes,Envelopes Product 15,110.62,88.19
CA-2023-159473,08/30/2023,Second Class,Consumer,East,Office Supplies,Binders,Binders Product 80,9.78,7.67
CA-2023-126028,09/08/2023,Second Class,Corporate,South,Technology,Machines,Machines Product 20,986.78,667.28
CA-2023-141846,01/05/2023,Second Class,Consumer,South,Technology,Phones,Phones Product 37,1624.29,1227.69
CA-2023-191038,04/29/2023,Standard Class,Consumer,East,Furniture,Tables,Tables Product 33,691.81,646.33
CA-2023-186489,01/09/2024,Standard Class,Consumer,East,Office Supplies,Fasteners,Fasteners Product 26,34.25,25.25
CA-2023-117548,03/06/2023,First Class,Home Office,Central,Office Supplies,Art,Art Product 9,83.18,64.82
CA-2023-181899,05/26/2023,First Class,Corporate,East,Furniture,Tables,Tables Product 77,98.76,92.47
CA-2023-103895,08/12/2023,First Class,Home Office,West,Technology,Accessories,Accessories Product 30,279.55,188.46
CA-2023-142498,08/27/2023,Second Class,Consumer,Central,Furniture,Tables,Tables Product 53,532.9,486.68
CA-2023-175235,06/26/2023,Second Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 90,84.79,61.56
CA-2023-161108,10/09/2023,First Class,Corporate,East,Furniture,Furnishings,Furnishings Product 30,126.48,120.17
CA-2023-186296,03/04/2023,First Class,Consumer,West,Office Supplies,Paper,Paper Product 72,119.03,96.11
CA-2023-149853,08/05/2023,First Class,Corporate,East,Office Supplies,Art,Art Product 39,9.09,6.9
CA-2023-174094,11/19/2024,Same Day,Home Office,West,Office Supplies,Paper,Paper Product 96,95.04,70.58
CA-2023-107856,04/05/2024,Second Class,Consumer,East,Office Supplies,Labels,Labels Product 13,56.83,46.82
CA-2023-109969,09/01/2024,Standard Class,Corporate,South,Furniture,Bookcases,Bookcases Product 77,433.62,386.06
CA-2023-161313,04/15/2023,Standard Class,Corporate,Central,Technology,Accessories,Accessories Product 38,961.69,718.11
CA-2023-163248,04/09/2023,First Class,Corporate,East,Furniture,Tables,Tables Product 70,550.33,489.68
CA-2023-158466,05/25/2024,Second Class,Corporate,South,Technology,Accessories,Accessories Product 48,2092.31,1433.17
CA-2023-191529,01/20/2024,Standard Class,Home Office,East,Office Supplies,Binders,Binders Product 79,120.58,93.34
CA-2023-137921,02/09/2024,First Class,Corporate,West,Office Supplies,Paper,Paper Product 59,124.85,93.03
CA-2023-165864,06/01/2024,Same Day,Consumer,South,Office Supplies,Paper,Paper Product 94,93.77,72.92
CA-2023-156017,04/20/2024,Same Day,Consumer,West,Office Supplies,Paper,Paper Product 37,91.25,68.97
CA-2023-162637,12/09/2024,Standard Class,Home Office,West,Office Supplies,Art,Art Product 15,116.83,83.5
CA-2023-113503,10/06/2024,Same Day,Home Office,West,Office Supplies,Binders,Binders Product 87,118.26,92.88
CA-2023-158701,03/12/2024,Same Day,Consumer,East,Technology,Machines,Machines Product 53,1687.53,1255.62
CA-2023-195380,01/23/2023,Standard Class,Consumer,West,Office Supplies,Binders,Binders Product 70,119.77,90.41
CA-2023-168222,07/18/2024,First Class,Corporate,South,Office Supplies,Envelopes,Envelopes Product 76,70.31,50.97
CA-2023-119613,11/07/2024,Standard Class,Consumer,South,Technology,Accessories,Accessories Product 69,881.63,571.91
